City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
160,Visby,SE,57.64,18.3,62.01,87,5,4.7,"{'coord': {'lon': 18.3, 'lat': 57.64}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 60.62, 'feels_like': 60.1, 'temp_min': 59, 'temp_max': 62.01, 'pressure': 1012, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 4.7, 'deg': 170}, 'rain': {'1h': 0.19}, 'clouds': {'all': 5}, 'dt': 1599159915, 'sys': {'type': 1, 'id': 1796, 'country': 'SE', 'sunrise': 1599105153, 'sunset': 1599154801}, 'timezone': 7200, 'id': 2662689, 'name': 'Visby', 'cod': 200}"
161,Naujoji Akmene,LT,56.32,22.9,60.8,77,90,6.93,"{'coord': {'lon': 22.9, 'lat': 56.32}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 60.8, 'feels_like': 57.99, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1018, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 150}, 'clouds': {'all': 90}, 'dt': 1599159915, 'sys': {'type': 1, 'id': 1882, 'country': 'LT', 'sunrise': 1599104204, 'sunset': 1599153543}, 'timezone': 10800, 'id': 596719, 'name': 'Naujoji Akmenė', 'cod': 200}"
162,Mocuba,MZ,-16.84,36.99,64.33,75,0,4.76,"{'coord': {'lon': 36.99, 'lat': -16.84}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.33, 'feels_like': 63.59, 'temp_min': 64.33, 'temp_max': 64.33, 'pressure': 1022, 'humidity': 75, 'sea_level': 1022, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 4.76, 'deg': 179}, 'clouds': {'all': 0}, 'dt': 1599159915, 'sys': {'country': 'MZ', 'sunrise': 1599104225, 'sunset': 1599146761}, 'timezone': 7200, 'id': 1024312, 'name': 'Mocuba', 'cod': 200}"
163,Port Elizabeth,ZA,-33.92,25.57,60.8,87,22,6.93,"{'coord': {'lon': 25.57, 'lat': -33.92}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 60.8, 'feels_like': 59.07, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1023, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 70}, 'clouds': {'all': 22}, 'dt': 1599159892, 'sys': {'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1599107594, 'sunset': 1599148872}, 'timezone': 7200, 'id': 964420, 'name': 'Port Elizabeth', 'cod': 200}"
164,Upernavik,GL,72.79,-56.15,39.02,70,0,8.32,"{'coord': {'lon': -56.15, 'lat': 72.79}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 39.02, 'feels_like': 30.49, 'temp_min': 39.02, 'temp_max': 39.02, 'pressure': 1011, 'humidity': 70, 'sea_level': 1011, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 8.32, 'deg': 26}, 'clouds': {'all': 0}, 'dt': 1599159916, 'sys': {'country': 'GL', 'sunrise': 1599119600, 'sunset': 1599176082}, 'timezone': -7200, 'id': 3418910, 'name': 'Upernavik', 'cod': 200}"
165,Jiayuguan,CN,39.82,98.3,66.87,23,0,7.92,"{'coord': {'lon': 98.3, 'lat': 39.82}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.87, 'feels_like': 58.26, 'temp_min': 66.87, 'temp_max': 66.87, 'pressure': 1009, 'humidity': 23, 'sea_level': 1009, 'grnd_level': 839}, 'visibility': 10000, 'wind': {'speed': 7.92, 'deg': 147}, 'clouds': {'all': 0}, 'dt': 1599159916, 'sys': {'country': 'CN', 'sunrise': 1599173865, 'sunset': 1599220458}, 'timezone': 28800, 'id': 1280957, 'name': 'Jiayuguan City', 'cod': 200}"
166,Bosaso,SO,11.28,49.18,91.02,52,7,1.03,"{'coord': {'lon': 49.18, 'lat': 11.28}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 91.02, 'feels_like': 98.55, 'temp_min': 91.02, 'temp_max': 91.02, 'pressure': 1008, 'humidity': 52, 'sea_level': 1008, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 1.03, 'deg': 160}, 'clouds': {'all': 7}, 'dt': 1599159916, 'sys': {'country': 'SO', 'sunrise': 1599100405, 'sunset': 1599144731}, 'timezone': 10800, 'id': 64013, 'name': 'Bosaso', 'cod': 200}"
167,Nome,US,64.5,-165.41,44.01,81,75,4.7,"{'coord': {'lon': -165.41, 'lat': 64.5}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 43.32, 'feels_like': 38.07, 'temp_min': 42.8, 'temp_max': 44.01, 'pressure': 1011, 'humidity': 81}, 'visibility': 10000, 'wind': {'speed': 4.7, 'deg': 270}, 'clouds': {'all': 75}, 'dt': 1599159916, 'sys': {'type': 1, 'id': 7770, 'country': 'US', 'sunrise': 1599148278, 'sunset': 1599199837}, 'timezone': -28800, 'id': 5870133, 'name': 'Nome', 'cod': 200}"
168,Sioux Lookout,CA,50.1,-91.92,59.0,58,75,14.99,"{'coord': {'lon': -91.92, 'lat': 50.1}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 59, 'feels_like': 49.23, 'temp_min': 59, 'temp_max': 59, 'pressure': 1000, 'humidity': 58}, 'visibility': 10000, 'wind': {'speed': 14.99, 'deg': 310, 'gust': 28.86}, 'clouds': {'all': 75}, 'dt': 1599159917, 'sys': {'type': 1, 'id': 979, 'country': 'CA', 'sunrise': 1599132395, 'sunset': 1599180453}, 'timezone': -18000, 'id': 6148373, 'name': 'Sioux Lookout', 'cod': 200}"
169,Clyde River,CA,70.47,-68.59,42.8,81,75,8.05,"{'coord': {'lon': -68.59, 'lat': 70.47}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 42.8, 'feels_like': 35.56, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1008, 'humidity': 81}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 100}, 'clouds': {'all': 75}, 'dt': 1599159789, 'sys': {'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 1599123485, 'sunset': 1599178167}, 'timezone': -14400, 'id': 5924351, 'name': 'Clyde River', 'cod': 200}"
170,Chiang Klang,TH,19.29,100.86,76.66,79,97,0.96,"{'coord': {'lon': 100.86, 'lat': 19.29}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 76.66, 'feels_like': 83.57, 'temp_min': 76.66, 'temp_max': 76.66, 'pressure': 1009, 'humidity': 79, 'sea_level': 1009, 'grnd_level': 979}, 'visibility': 10000, 'wind': {'speed': 0.96, 'deg': 89}, 'clouds': {'all': 97}, 'dt': 1599159917, 'sys': {'country': 'TH', 'sunrise': 1599174133, 'sunset': 1599218962}, 'timezone': 25200, 'id': 1611195, 'name': 'Chiang Klang', 'cod': 200}"
171,Ginir,ET,7.13,40.7,64.18,67,0,3.4,"{'coord': {'lon': 40.7, 'lat': 7.13}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.18, 'feels_like': 63.19, 'temp_min': 64.18, 'temp_max': 64.18, 'pressure': 1013, 'humidity': 67, 'sea_level': 1013, 'grnd_level': 811}, 'visibility': 10000, 'wind': {'speed': 3.4, 'deg': 243}, 'clouds': {'all': 0}, 'dt': 1599159917, 'sys': {'country': 'ET', 'sunrise': 1599102576, 'sunset': 1599146629}, 'timezone': 10800, 'id': 336454, 'name': 'Ginir', 'cod': 200}"
172,Kasongo-Lunda,CD,-6.47,16.82,81.27,54,100,0.85,"{'coord': {'lon': 16.82, 'lat': -6.47}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 81.27, 'feels_like': 85.24, 'temp_min': 81.27, 'temp_max': 81.27, 'pressure': 1012, 'humidity': 54, 'sea_level': 1012, 'grnd_level': 960}, 'visibility': 10000, 'wind': {'speed': 0.85, 'deg': 257}, 'clouds': {'all': 100}, 'dt': 1599159728, 'sys': {'country': 'CD', 'sunrise': 1599108733, 'sunset': 1599151932}, 'timezone': 3600, 'id': 2315026, 'name': 'Kasongo-Lunda', 'cod': 200}"
173,Ahipara,NZ,-35.17,173.17,48.13,85,0,7.09,"{'coord': {'lon': 173.17, 'lat': -35.17}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 48.13, 'feels_like': 42.71, 'temp_min': 48.13, 'temp_max': 48.13, 'pressure': 1026, 'humidity': 85, 'sea_level': 1026, 'grnd_level': 1024}, 'visibility': 10000, 'wind': {'speed': 7.09, 'deg': 180}, 'clouds': {'all': 0}, 'dt': 1599159918, 'sys': {'country': 'NZ', 'sunrise': 1599158575, 'sunset': 1599199819}, 'timezone': 43200, 'id': 2194098, 'name': 'Ahipara', 'cod': 200}"
174,Mount Gambier,AU,-37.83,140.77,44.6,93,90,9.17,"{'coord': {'lon': 140.77, 'lat': -37.83}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 44.6, 'feels_like': 37.76, 'temp_min': 44.6, 'temp_max': 44.6, 'pressure': 1014, 'humidity': 93}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 350}, 'clouds': {'all': 90}, 'dt': 1599159918, 'sys': {'type': 1, 'id': 9560, 'country': 'AU', 'sunrise': 1599166459, 'sunset': 1599207483}, 'timezone': 34200, 'id': 2156643, 'name': 'Mount Gambier', 'cod': 200}"
175,Hurghada,EG,27.26,33.81,93.2,34,0,5.82,"{'coord': {'lon': 33.81, 'lat': 27.26}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 93.2, 'feels_like': 93.43, 'temp_min': 93.2, 'temp_max': 93.2, 'pressure': 1006, 'humidity': 34}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 300}, 'clouds': {'all': 0}, 'dt': 1599159661, 'sys': {'type': 1, 'id': 2513, 'country': 'EG', 'sunrise': 1599103506, 'sunset': 1599149005}, 'timezone': 7200, 'id': 361291, 'name': 'Hurghada', 'cod': 200}"
176,Rujiena,LV,57.9,25.33,55.96,92,58,4.68,"{'coord': {'lon': 25.33, 'lat': 57.9}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 55.96, 'feels_like': 54.46, 'temp_min': 55.96, 'temp_max': 55.96, 'pressure': 1017, 'humidity': 92, 'sea_level': 1017, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 4.68, 'deg': 173}, 'clouds': {'all': 58}, 'dt': 1599159918, 'sys': {'country': 'LV', 'sunrise': 1599103432, 'sunset': 1599153149}, 'timezone': 10800, 'id': 456008, 'name': 'Rūjiena', 'cod': 200}"
177,Arrifes,PT,37.77,-25.7,73.4,73,75,5.82,"{'coord': {'lon': -25.7, 'lat': 37.77}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 73.4, 'feels_like': 75.07, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1021, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 120}, 'clouds': {'all': 75}, 'dt': 1599159918, 'sys': {'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1599117301, 'sunset': 1599163768}, 'timezone': 0, 'id': 3373329, 'name': 'Arrifes', 'cod': 200}"
178,Carballo,ES,43.21,-8.69,77.0,61,0,2.24,"{'coord': {'lon': -8.69, 'lat': 43.21}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 75.27, 'feels_like': 77.61, 'temp_min': 73.99, 'temp_max': 77, 'pressure': 1020, 'humidity': 61}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 0}, 'clouds': {'all': 0}, 'dt': 1599159919, 'sys': {'type': 1, 'id': 6403, 'country': 'ES', 'sunrise': 1599112900, 'sunset': 1599160007}, 'timezone': 7200, 'id': 3126369, 'name': 'Carballo', 'cod': 200}"
179,Challans,FR,46.84,-1.87,68.0,60,0,4.7,"{'coord': {'lon': -1.87, 'lat': 46.84}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.32, 'feels_like': 65.59, 'temp_min': 66, 'temp_max': 68, 'pressure': 1022, 'humidity': 60}, 'visibility': 10000, 'wind': {'speed': 4.7, 'deg': 270}, 'clouds': {'all': 0}, 'dt': 1599159919, 'sys': {'type': 1, 'id': 6574, 'country': 'FR', 'sunrise': 1599111014, 'sunset': 1599158619}, 'timezone': 7200, 'id': 3027513, 'name': 'Challans', 'cod': 200}"
180,Turochak,RU,52.26,87.12,54.77,89,4,1.32,"{'coord': {'lon': 87.12, 'lat': 52.26}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 54.77, 'feels_like': 54.55, 'temp_min': 54.77, 'temp_max': 54.77, 'pressure': 1006, 'humidity': 89, 'sea_level': 1006, 'grnd_level': 968}, 'visibility': 10000, 'wind': {'speed': 1.32, 'deg': 207}, 'rain': {'1h': 0.15}, 'clouds': {'all': 4}, 'dt': 1599159919, 'sys': {'country': 'RU', 'sunrise': 1599175688, 'sunset': 1599224001}, 'timezone': 25200, 'id': 1488920, 'name': 'Turochak', 'cod': 200}"
181,Amapa,BR,1.0,-52.0,95.14,34,4,4.81,"{'coord': {'lon': -52, 'lat': 1}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 95.14, 'feels_like': 96.6, 'temp_min': 95.14, 'temp_max': 95.14, 'pressure': 1007, 'humidity': 34, 'sea_level': 1007, 'grnd_level': 991}, 'visibility': 10000, 'wind': {'speed': 4.81, 'deg': 77}, 'clouds': {'all': 4}, 'dt': 1599159919, 'sys': {'country': 'BR', 'sunrise': 1599125014, 'sunset': 1599168677}, 'timezone': -10800, 'id': 3407762, 'name': 'Amapá', 'cod': 200}"
182,Chinsali,ZM,-10.54,32.08,61.56,60,0,6.22,"{'coord': {'lon': 32.08, 'lat': -10.54}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 61.56, 'feels_like': 57.49, 'temp_min': 61.56, 'temp_max': 61.56, 'pressure': 1017, 'humidity': 60, 'sea_level': 1017, 'grnd_level': 877}, 'visibility': 10000, 'wind': {'speed': 6.22, 'deg': 145}, 'clouds': {'all': 0}, 'dt': 1599159920, 'sys': {'country': 'ZM', 'sunrise': 1599105199, 'sunset': 1599148142}, 'timezone': 7200, 'id': 918905, 'name': 'Chinsali', 'cod': 200}"
183,Nagapattinam,IN,10.77,79.83,81.84,81,79,13.8,"{'coord': {'lon': 79.83, 'lat': 10.77}, 'weather': [{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 81.84, 'feels_like': 84.67, 'temp_min': 81.84, 'temp_max': 81.84, 'pressure': 1007, 'humidity': 81, 'sea_level': 1007, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 190}, 'rain': {'1h': 4.211}, 'clouds': {'all': 79}, 'dt': 1599159920, 'sys': {'country': 'IN', 'sunrise': 1599179463, 'sunset': 1599223724}, 'timezone': 19800, 'id': 1262260, 'name': 'Nagapattinam', 'cod': 200}"
184,Pemangkat,ID,1.17,108.97,78.15,85,100,5.57,"{'coord': {'lon': 108.97, 'lat': 1.17}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 78.15, 'feels_like': 84.38, 'temp_min': 78.15, 'temp_max': 78.15, 'pressure': 1009, 'humidity': 85, 'sea_level': 1009, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 5.57, 'deg': 160}, 'rain': {'1h': 0.75}, 'clouds': {'all': 100}, 'dt': 1599159920, 'sys': {'country': 'ID', 'sunrise': 1599172766, 'sunset': 1599216437}, 'timezone': 25200, 'id': 1631637, 'name': 'Pemangkat', 'cod': 200}"
185,Yanam,IN,16.73,82.22,79.61,87,0,1.68,"{'coord': {'lon': 82.22, 'lat': 16.73}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 79.61, 'feels_like': 89.24, 'temp_min': 79.61, 'temp_max': 79.61, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 1.68, 'deg': 116}, 'clouds': {'all': 0}, 'dt': 1599159921, 'sys': {'country': 'IN', 'sunrise': 1599178695, 'sunset': 1599223345}, 'timezone': 19800, 'id': 1252795, 'name': 'Yanam', 'cod': 200}"
186,Mersing,MY,2.43,103.84,75.2,94,22,3.36,"{'coord': {'lon': 103.84, 'lat': 2.43}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 75.2, 'feels_like': 82.72, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1011, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 3.36, 'deg': 230}, 'clouds': {'all': 22}, 'dt': 1599159921, 'sys': {'type': 1, 'id': 9425, 'country': 'MY', 'sunrise': 1599173958, 'sunset': 1599217706}, 'timezone': 28800, 'id': 1732826, 'name': 'Mersing', 'cod': 200}"
187,Codrington,AU,-38.27,141.97,43.39,92,41,10.18,"{'coord': {'lon': 141.97, 'lat': -38.27}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 43.39, 'feels_like': 35.69, 'temp_min': 43.39, 'temp_max': 43.39, 'pressure': 1014, 'humidity': 92, 'sea_level': 1014, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 10.18, 'deg': 330}, 'rain': {'1h': 3.646}, 'clouds': {'all': 41}, 'dt': 1599159921, 'sys': {'country': 'AU', 'sunrise': 1599166191, 'sunset': 1599207175}, 'timezone': 36000, 'id': 2171099, 'name': 'Codrington', 'cod': 200}"
188,Nosy Varika,MG,-20.58,48.53,62.76,80,6,9.28,"{'coord': {'lon': 48.53, 'lat': -20.58}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 62.76, 'feels_like': 59.58, 'temp_min': 62.76, 'temp_max': 62.76, 'pressure': 1022, 'humidity': 80, 'sea_level': 1022, 'grnd_level': 1022}, 'visibility': 10000, 'wind': {'speed': 9.28, 'deg': 230}, 'clouds': {'all': 6}, 'dt': 1599159921, 'sys': {'country': 'MG', 'sunrise': 1599101583, 'sunset': 1599143865}, 'timezone': 10800, 'id': 1058080, 'name': 'Nosy Varika', 'cod': 200}"
189,Halden,NO,59.12,11.39,59.0,82,20,5.82,"{'coord': {'lon': 11.39, 'lat': 59.12}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 58.26, 'feels_like': 55.85, 'temp_min': 57, 'temp_max': 59, 'pressure': 1010, 'humidity': 82}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 140}, 'clouds': {'all': 20}, 'dt': 1599159922, 'sys': {'type': 1, 'id': 1662, 'country': 'NO', 'sunrise': 1599106625, 'sunset': 1599156646}, 'timezone': 7200, 'id': 6453395, 'name': 'Halden', 'cod': 200}"
190,Lewistown,US,40.6,-77.57,75.0,100,90,3.09,"{'coord': {'lon': -77.57, 'lat': 40.6}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 71.49, 'feels_like': 78.15, 'temp_min': 69.8, 'temp_max': 75, 'pressure': 1010, 'humidity': 100}, 'visibility': 6437, 'wind': {'speed': 3.09, 'deg': 194}, 'clouds': {'all': 90}, 'dt': 1599159865, 'sys': {'type': 1, 'id': 5732, 'country': 'US', 'sunrise': 1599129601, 'sunset': 1599176361}, 'timezone': -14400, 'id': 5197850, 'name': 'Lewistown', 'cod': 200}"
191,Platnirovskaya,RU,45.4,39.38,86.0,42,85,11.18,"{'coord': {'lon': 39.38, 'lat': 45.4}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 84.96, 'feels_like': 81.66, 'temp_min': 82.99, 'temp_max': 86, 'pressure': 1014, 'humidity': 42}, 'visibility': 10000, 'wind': {'speed': 11.18, 'deg': 80}, 'clouds': {'all': 85}, 'dt': 1599159922, 'sys': {'type': 1, 'id': 8963, 'country': 'RU', 'sunrise': 1599101208, 'sunset': 1599148630}, 'timezone': 10800, 'id': 509113, 'name': 'Platnirovskaya', 'cod': 200}"
192,Amga,RU,60.9,131.96,48.04,88,100,2.53,"{'coord': {'lon': 131.96, 'lat': 60.9}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 48.04, 'feels_like': 45.37, 'temp_min': 48.04, 'temp_max': 48.04, 'pressure': 1017, 'humidity': 88, 'sea_level': 1017, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 2.53, 'deg': 96}, 'clouds': {'all': 100}, 'dt': 1599159922, 'sys': {'country': 'RU', 'sunrise': 1599163934, 'sunset': 1599214236}, 'timezone': 32400, 'id': 2027786, 'name': 'Amga', 'cod': 200}"
193,Chuy,UY,-33.7,-53.46,54.73,78,92,8.86,"{'coord': {'lon': -53.46, 'lat': -33.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 54.73, 'feels_like': 49.3, 'temp_min': 54.73, 'temp_max': 54.73, 'pressure': 1014, 'humidity': 78, 'sea_level': 1014, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 8.86, 'deg': 228}, 'clouds': {'all': 92}, 'dt': 1599159922, 'sys': {'country': 'UY', 'sunrise': 1599126534, 'sunset': 1599167857}, 'timezone': -10800, 'id': 3443061, 'name': 'Chui', 'cod': 200}"
194,Waipawa,NZ,-41.41,175.52,46.0,87,0,17.22,"{'coord': {'lon': 175.52, 'lat': -41.41}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 43.88, 'feels_like': 32, 'temp_min': 42.01, 'temp_max': 46, 'pressure': 1024, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 17.22, 'deg': 30}, 'clouds': {'all': 0}, 'dt': 1599159923, 'sys': {'type': 1, 'id': 7358, 'country': 'NZ', 'sunrise': 1599158298, 'sunset': 1599198969}, 'timezone': 43200, 'id': 2206874, 'name': 'Waipawa', 'cod': 200}"
195,Airai,TL,-8.93,125.41,58.06,72,6,3.11,"{'coord': {'lon': 125.41, 'lat': -8.93}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 58.06, 'feels_like': 56.16, 'temp_min': 58.06, 'temp_max': 58.06, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 855}, 'visibility': 10000, 'wind': {'speed': 3.11, 'deg': 83}, 'clouds': {'all': 6}, 'dt': 1599159923, 'sys': {'country': 'TL', 'sunrise': 1599169124, 'sunset': 1599212189}, 'timezone': 32400, 'id': 1651810, 'name': 'Airai', 'cod': 200}"
196,Kudat,MY,6.88,116.85,75.2,100,20,2.24,"{'coord': {'lon': 116.85, 'lat': 6.88}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 75.2, 'feels_like': 84.42, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1010, 'humidity': 100}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 0}, 'rain': {'1h': 2.73}, 'clouds': {'all': 20}, 'dt': 1599159923, 'sys': {'type': 1, 'id': 9375, 'country': 'MY', 'sunrise': 1599170701, 'sunset': 1599214721}, 'timezone': 28800, 'id': 1736458, 'name': 'Kudat', 'cod': 200}"
197,Kalmunai,LK,7.42,81.82,80.98,83,29,0.89,"{'coord': {'lon': 81.82, 'lat': 7.42}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 80.98, 'feels_like': 91.02, 'temp_min': 80.98, 'temp_max': 80.98, 'pressure': 1008, 'humidity': 83, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 0.89, 'deg': 246}, 'clouds': {'all': 29}, 'dt': 1599159778, 'sys': {'country': 'LK', 'sunrise': 1599179090, 'sunset': 1599223141}, 'timezone': 19800, 'id': 1242110, 'name': 'Kalmunai', 'cod': 200}"
198,Mizdah,LY,31.45,12.98,76.91,72,24,24.27,"{'coord': {'lon': 12.98, 'lat': 31.45}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 76.91, 'feels_like': 69.51, 'temp_min': 76.91, 'temp_max': 76.91, 'pressure': 1017, 'humidity': 72, 'sea_level': 1017, 'grnd_level': 964}, 'visibility': 10000, 'wind': {'speed': 24.27, 'deg': 79}, 'clouds': {'all': 24}, 'dt': 1599159924, 'sys': {'country': 'LY', 'sunrise': 1599108325, 'sunset': 1599154183}, 'timezone': 7200, 'id': 2214827, 'name': 'Mizdah', 'cod': 200}"
199,Buraydah,SA,26.33,43.98,95.0,28,40,10.67,"{'coord': {'lon': 43.98, 'lat': 26.33}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 95, 'feels_like': 91.11, 'temp_min': 95, 'temp_max': 95, 'pressure': 1013, 'humidity': 28}, 'visibility': 10000, 'wind': {'speed': 10.67, 'deg': 48}, 'clouds': {'all': 40}, 'dt': 1599159924, 'sys': {'type': 1, 'id': 7411, 'country': 'SA', 'sunrise': 1599101103, 'sunset': 1599146528}, 'timezone': 10800, 'id': 107304, 'name': 'Buraidah', 'cod': 200}"
